Id;ResourceName;Name;HasBmpCollection;HasBmpItem;HasAct
300124;이름없는카드;Blue Pitaya Card;;;;
300125;이름없는카드;Green Pitaya Card;;;;
300127;이름없는카드;Wolf Card;;;;
300128;이름없는카드;Wolf Lugenburg Card;;;;
300129;이름없는카드;Poe Card;;;;
300130;이름없는카드;Poe Richard Card;;;;
300131;이름없는카드;Reversed Justice Card;;;;
300132;이름없는카드;Reversed The Star Card;;;;
300133;이름없는카드;Reversed Temperance Card;;;;
300134;이름없는카드;Reversed The Chariot Card;;;;
300135;이름없는카드;Reversed Death Card;;;;
300136;이름없는카드;Reversed The Lovers Card;;;;
300137;이름없는카드;Princess Meer Card;;;;
300138;이름없는카드;Half Blood Princess Meer Card;;;;
300140;이름없는카드;Deep Sea Sropho Card;;;;
300141;이름없는카드;Deep Sea Obeaune Card;;;;
300142;이름없는카드;Deep Sea Deviace Card;;;;
300143;이름없는카드;Deep Sea Marse Card;;;;
300144;이름없는카드;Deep Sea Merman Card;;;;
300145;이름없는카드;Deep Sea Witch Card;;;;
300146;이름없는카드;Deep Sea Sedora Card;;;;
300147;이름없는카드;Deep Sea Swordfish Card;;;;
300148;이름없는카드;Deep Sea Strouf Card;;;;
300149;이름없는카드;Deep Sea Phen Card;;;;
300150;이름없는카드;Deep Sea King Dramoh Card;;;;
300151;이름없는카드;Deep Sea Kraken Card;;;;
300163;이름없는카드;Reversed The Emperor Card;;;;
300164;이름없는카드;Reversed Strength Card;;;;
300165;이름없는카드;Reversed The Devil Card;;;;
300166;이름없는카드;Reversed The Moon Card;;;;
300167;이름없는카드;Reversed The Moon Card;;;;
300168;이름없는카드;Reversed World Card;;;;
300170;이름없는카드;Rotten Wood Card;;;;
300171;이름없는카드;Grave Worm Card;;;;
300172;이름없는카드;Brain Sucker Card;;;;
300173;이름없는카드;Mosquilo Card;;;;
300174;이름없는카드;Melted Poring Card;;;;
300175;이름없는카드;Unknown Creature Card;;;;
300176;이름없는카드;Unidentified Creature Card;;;;
300177;이름없는카드;Arena Arhi Card;;;;
300178;이름없는카드;Arena Dio Anemos Card;;;;
300179;이름없는카드;Arena Shoplifter Card;;;;
300180;이름없는카드;Arena Gangster Card;;;;
300181;이름없는카드;Arena Bully Card;;;;
300182;이름없는카드;Arena Faymont Card;;;;
300183;이름없는카드;Arena Ordre Card;;;;
300184;이름없는카드;Arena Blut Hase Card;;;;
300185;이름없는카드;Arena Kuro Akuma Card;;;;
300186;이름없는카드;Arena Ifodes Card;;;;
300187;이름없는카드;Arena Odoric Card;;;;
300188;이름없는카드;Arena Licheniyes Card;;;;
300189;이름없는카드;Arena Ju Card;;;;
300190;이름없는카드;Arena Fay Kanavian Card;;;;
300191;이름없는카드;Arena Dwigh Card;;;;
300192;이름없는카드;Sakrai Card;;;;
300193;이름없는카드;Tiara Card;;;;
300211;이름없는카드;Ash Toad Card;;;;
300212;이름없는카드;Rake Hand Card;;;;
300213;이름없는카드;Fire Spark Card;;;;
300214;이름없는카드;Hot Molar Card;;;;
300215;이름없는카드;Volkering Card;;;;
300216;이름없는카드;Lava Toad Card;;;;
300217;이름없는카드;Burning Fang Card;;;;
300218;이름없는카드;Ash Hopper Card;;;;
300219;이름없는카드;Ashring Card;;;;
300220;이름없는카드;Gray Wolf Card;;;;
300221;이름없는카드;Bushring Card;;;;
300222;이름없는카드;Fire Wind Kite Card;;;;
300223;이름없는카드;Ghost Wolf Card;;;;
300227;이름없는카드;Shulan Card;;;;
300228;이름없는카드;Distorted God Card;;;;
310000;궁수피규어;Sniper Stone II(Upper);;;;
310001;궁수피규어;Sniper Stone II(Mid);;;;
310002;궁수피규어;Sniper Stone II(Lower);;;;
310003;궁수피규어;Ranger Stone II(Garment);;;;
310004;상인피규어;Whitesmith Stone II(Upper);;;;
310005;상인피규어;Whitesmith Stone II(Mid);;;;
310006;상인피규어;Whitesmith Stone II(Lower);;;;
310007;상인피규어;Mechanic Stone II(Garment);;;;
310008;복사피규어;High Priest Stone II(Upper);;;;
310009;복사피규어;High Priest Stone II(Mid);;;;
310010;복사피규어;High Priest Stone II(Lower);;;;
310011;복사피규어;Archbishop Stone II(Garment);;;;
310012;사념의파편;Death Drive;;;;
310076;Cassock_Str;STR Blessing;;;;
310077;Cassock_Agi;AGI Blessing;;;;
310078;Cassock_Vit;VIT Blessing;;;;
310079;Cassock_Dex;DEX Blessing;;;;
310080;Cassock_Int;INT Blessing;;;;
310081;Cassock_Luk;LUK Blessing;;;;
310082;마법석수;Automatic Modification Orb(Defense);;;;
310083;마법석수;Automatic Modification Orb(Magic Defense);;;;
310084;마법석수;Automatic Modification Orb(VIT);;;;
310085;마법석수;Automatic Modification Orb(LUK);;;;
310086;마법석수;Automatic Modification Orb(STR);;;;
310087;마법석수;Automatic Modification Orb(AGI);;;;
310088;마법석수;Automatic Modification Orb(INT);;;;
310089;마법석수;Automatic Modification Orb(DEX);;;;
310090;마법석암;Automatic Modification Orb(HP Recovery);;;;
310091;마법석암;Automatic Modification Orb(SP Recovery);;;;
310092;마법석암;Automatic Modification Orb(Spell);;;;
310093;마법석암;Automatic Modification Orb(Attack Speed);;;;
310094;마법석암;Automatic Modification Orb(Fatal);;;;
310095;마법석암;Automatic Modification Orb(Expert Archer);;;;
310096;마법석암;Automatic Modification Orb(Vital);;;;
310097;마법석암;Automatic Modification Orb(Mental);;;;
310098;마법석암;Automatic Modification Orb(Heal);;;;
310099;마법석암;Automatic Modification Orb(Attack Power);;;;
310100;마법석암;Automatic Modification Orb(Magic Power);;;;
310101;마법석암;Automatic Modification Orb(Shooter);;;;
310102;마법석암;Automatic Modification Orb(Fast);;;;
310103;마법석암;Automatic Modification Orb(Caster);;;;
310104;마법석암;Automatic Modification Orb(Critical);;;;
310105;마법석화;Automatic Modification Orb(Magical Force);;;;
310106;마법석화;Automatic Modification Orb(Attacker Force);;;;
310107;마법석지;Automatic Modification Orb(Range Force);;;;
310108;마법석화;Automatic Modification Orb(Critical Force);;;;
310109;마법석화;Automatic Modification Orb(Recovery Force);;;;
310110;마법석화;Automatic Modification Orb(After Skill Delay);;;;
310111;마법석화;Automatic Modification Orb(Fixed Casting);;;;
310112;마법석화;Automatic Modification Orb(Above All);;;;
310113;마법석화;Automatic Modification Orb(Drain Life);;;;
310114;마법석화;Automatic Modification Orb(Drain Soul);;;;
310115;마법석화;Automatic Modification Orb(Magic Healing);;;;
310116;마법석화;Automatic Modification Orb(Magic Soul);;;;
310117;마법석화;Automatic Modification Orb(Power Force);;;;
310118;마법석화;Automatic Modification Orb(Robust);;;;
310119;마법석화;Automatic Modification Orb(Powerful);;;;
310120;마법석화;Automatic Modification Orb(All Force);;;;
310121;마법석성;Automatic Orb(Unlimited Vital);;;;
310122;마법석성;Automatic Orb(Spell Buster);;;;
310123;마법석성;Automatic Orb(Firing Shot);;;;
310124;마법석성;Automatic Orb(Over Power);;;;
310125;마법석성;Automatic Orb(Fatal Flash);;;;
310126;마법석성;Automatic Orb(Lucky Strike);;;;
310127;Auto_Orb_Swordman;Automatic Orb(Dragonic Breath);;;;
310128;Auto_Orb_Swordman;Automatic Orb(Wave Break);;;;
310129;Auto_Orb_Swordman;Automatic Orb(Hundred Spiral);;;;
310130;Auto_Orb_Swordman;Automatic Orb(Drive Press);;;;
310131;Auto_Orb_Swordman;Automatic Orb(Banishing Cannon);;;;
310132;Auto_Orb_Swordman;Automatic Orb(Genesis Pressure);;;;
310133;Auto_Orb_Merchant;Automatic Orb(Boost Cannon);;;;
310134;Auto_Orb_Merchant;Automatic Orb(Cold Flare);;;;
310135;Auto_Orb_Merchant;Automatic Orb(Tornado Swing);;;;
310136;Auto_Orb_Merchant;Automatic Orb(Cannon Tornado);;;;
310137;Auto_Orb_Merchant;Automatic Orb(Crazy Mandragora);;;;
310138;Auto_Orb_Merchant;Automatic Orb(Acid Explosion);;;;
310139;Auto_Orb_Thief;Automatic Orb(Sonic Impact);;;;
310140;Auto_Orb_Thief;Automatic Orb(Cutter Slasher);;;;
310141;Auto_Orb_Thief;Automatic Orb(Berserk Slash);;;;
310142;Auto_Orb_Thief;Automatic Orb(Fatal Raid);;;;
310143;Auto_Orb_Thief;Automatic Orb(Shadow Spell);;;;
310144;Auto_Orb_Thief;Automatic Orb(Angle Shot);;;;
310145;Auto_Orb_Magician;Automatic Orb(Crimson Strain);;;;
310146;Auto_Orb_Magician;Automatic Orb(Jack Lightning);;;;
310147;Auto_Orb_Magician;Automatic Orb(Comet Vortex);;;;
310148;Auto_Orb_Magician;Automatic Orb(Double Bolt);;;;
310149;Auto_Orb_Magician;Automatic Orb(Warm Wave);;;;
310150;Auto_Orb_Magician;Automatic Orb(Diamond Grave);;;;
310151;Auto_Orb_Priest;Automatic Orb(Magnusmus);;;;
310152;Auto_Orb_Priest;Automatic Orb(Holy Judex);;;;
310153;Auto_Orb_Priest;Automatic Orb(Duple Lica);;;;
310154;Auto_Orb_Priest;Automatic Orb(Tiger Empire);;;;
310155;Auto_Orb_Priest;Automatic Orb(Rampage Arrow);;;;
310156;Auto_Orb_Priest;Automatic Orb(Raging Combo);;;;
310157;Auto_Orb_Archer;Automatic Orb(Cluster);;;;
310158;Auto_Orb_Archer;Automatic Orb(Breeze Shooting);;;;
310159;Auto_Orb_Archer;Automatic Orb(Aimed Storm);;;;
310160;Auto_Orb_Archer;Automatic Orb(Metal Echo);;;;
310161;Auto_Orb_Archer;Automatic Orb(Reverberation);;;;
310162;Auto_Orb_Archer;Automatic Orb(Vulcan Severe);;;;
310163;Auto_Orb_Ex1;Automatic Orb(Prominence Burst);;;;
310164;Auto_Orb_Ex1;Automatic Orb(Moon Kick);;;;
310165;Auto_Orb_Ex1;Automatic Orb(Flash Falling);;;;
310166;Auto_Orb_Ex1;Automatic Orb(Eswhoo);;;;
310167;Auto_Orb_Ex1;Automatic Orb(Espa);;;;
310168;Auto_Orb_Ex1;Automatic Orb(Curse Explosion);;;;
310169;Auto_Orb_Ex2;Automatic Orb(Des Hammer Dance);;;;
310170;Auto_Orb_Ex2;Automatic Orb(Fire Howling Tail);;;;
310171;Auto_Orb_Ex2;Automatic Orb(Storm Buster Trip);;;;
310172;Auto_Orb_Ex2;Automatic Orb(Flame Ice Wind);;;;
310173;Auto_Orb_Ex2;Automatic Orb(Cross Slash);;;;
310174;Auto_Orb_Ex2;Automatic Orb(Exploding Flake Wind);;;;
310175;Auto_Orb_Summoner;Automatic Orb(Power of Sea);;;;
310176;Auto_Orb_Summoner;Automatic Orb(Power of Land);;;;
310177;Auto_Orb_Summoner;Automatic Orb(Power of Life);;;;
310178;마법석화;Automatic Modification Orb(Mirror Counter);;;;
310179;마법석화;Automatic Modification Orb(Reflection Reject);;;;
310180;마술사피규어;Warlock Stone II(Garment);;;;
310181;마술사피규어;High Wizard Stone II(Upper);;;;
310182;마술사피규어;High Wizard Stone II(Mid);;;;
310183;마술사피규어;High Wizard Stone II(Lower);;;;
310184;검사피규어;Royal Guard Stone II(Garment);;;;
310185;검사피규어;Paladin Stone II(Upper);;;;
310186;검사피규어;Paladin Stone II(Mid);;;;
310187;검사피규어;Paladin Stone II(Lower);;;;
310188;도둑피규어;Guillotine Cross Stone II(Garment);;;;
310189;도둑피규어;Assassin Cross Stone II(Lower);;;;
310190;도둑피규어;Assassin Cross Stone II(Mid);;;;
310191;도둑피규어;Assassin Cross Stone II(Upper);;;;
310192;투명판01;<Extreme>;;;;
310197;에너지파편;Rage Lv1;;;;
310198;에너지파편;Rage Lv2;;;;
310199;에너지파편;Rage Lv3;;;;
310200;에너지파편;Rage Lv4;;;;
310201;에너지파편;Rage Lv5;;;;
310202;에너지파편;Horror Lv1;;;;
310203;에너지파편;Horror Lv2;;;;
310204;에너지파편;Horror Lv3;;;;
310205;에너지파편;Horror Lv4;;;;
310206;에너지파편;Horror Lv5;;;;
310207;에너지파편;Resentment Lv1;;;;
310208;에너지파편;Resentment Lv2;;;;
310209;에너지파편;Resentment Lv3;;;;
310210;에너지파편;Resentment Lv4;;;;
310211;에너지파편;Resentment Lv5;;;;
310212;에너지파편;Regret Lv1;;;;
310213;에너지파편;Regret Lv2;;;;
310214;에너지파편;Regret Lv3;;;;
310215;에너지파편;Regret Lv4;;;;
310216;에너지파편;Regret Lv5;;;;
310217;원념의파편;Sympathy Lv1;;;;
310218;원념의파편;Sympathy Lv2;;;;
310219;원념의파편;Sympathy Lv3;;;;
310220;원념의파편;Sympathy Lv4;;;;
310221;원념의파편;Sympathy Lv5;;;;
310222;원념의파편;Happiness Lv1;;;;
310223;원념의파편;Happiness Lv2;;;;
310224;원념의파편;Happiness Lv3;;;;
310225;원념의파편;Happiness Lv4;;;;
310226;원념의파편;Happiness Lv5;;;;
310227;원념의파편;Rest Lv1;;;;
310228;원념의파편;Rest Lv2;;;;
310229;원념의파편;Rest Lv3;;;;
310230;원념의파편;Rest Lv4;;;;
310231;원념의파편;Rest Lv5;;;;
310232;원념의파편;Comfort Lv1;;;;
310233;원념의파편;Comfort Lv2;;;;
310234;원념의파편;Comfort Lv3;;;;
310235;원념의파편;Comfort Lv4;;;;
310236;원념의파편;Comfort Lv5;;;;
310237;유리구슬;Disgust Lv1;;;;
310238;유리구슬;Disgust Lv2;;;;
310239;유리구슬;Disgust Lv3;;;;
310240;유리구슬;Disgust Lv4;;;;
310241;유리구슬;Disgust Lv5;;;;
310242;유리구슬;Toleration Lv1;;;;
310243;유리구슬;Toleration Lv2;;;;
310244;유리구슬;Toleration Lv3;;;;
310245;유리구슬;Toleration Lv4;;;;
310246;유리구슬;Toleration Lv5;;;;
310247;발키리의분노;Sour Lv1;;;;
310248;발키리의분노;Sour Lv2;;;;
310249;발키리의분노;Sour Lv3;;;;
310250;발키리의분노;Sour Lv4;;;;
310251;발키리의분노;Sour Lv5;;;;
310252;발키리의분노;Extinction Lv1;;;;
310253;발키리의분노;Extinction Lv2;;;;
310254;발키리의분노;Extinction Lv3;;;;
310255;발키리의분노;Extinction Lv4;;;;
310256;발키리의분노;Extinction Lv5;;;;
310257;검사피규어;Rune Knight Stone II(Garment);;;;
310258;검사피규어;Lord Knight Stone II(Upper);;;;
310259;검사피규어;Lord Knight Stone II(Mid);;;;
310260;검사피규어;Lord Knight Stone II(Lower);;;;
310261;상인피규어;Genetic Stone II(Garment);;;;
310262;상인피규어;Creator Stone II(Upper);;;;
310263;상인피규어;Creator Stone II(Mid);;;;
310264;상인피규어;Creator Stone II(Lower);;;;
310265;궁수피규어;Wanderer Minstrel Stone II(Garment);;;;
310266;궁수피규어;Clown Gypsy Stone II(Upper);;;;
310267;궁수피규어;Clown Gypsy Stone II(Mid);;;;
310268;궁수피규어;Clown Gypsy Stone II(Lower);;;;
310325;용의보주_황;Ranged Stone(Upper);;;;
310326;용의보주_황;Ranged Stone(Lower);;;;
310327;용의보주_녹;Melee Stone(Upper);;;;
310328;용의보주_녹;Melee Stone(Mid);;;;
310329;용의보주_녹;Melee Stone(Lower);;;;
310330;용의보주_황;Ranged Stone(Mid);;;;
310478;Wolf_Orb_Str_1;Wolf Orb(STR) 1Lv;;;;
310479;Wolf_Orb_Dex_1;Wolf Orb(DEX) 1Lv;;;;
310480;Wolf_Orb_Agi_1;Wolf Orb(AGI) 1Lv;;;;
310481;Wolf_Orb_Int_1;Wolf Orb(INT) 1Lv;;;;
310482;Wolf_Orb_Vit_1;Wolf Orb(VIT) 1Lv;;;;
310483;Wolf_Orb_luk_1;Wolf Orb(LUK) 1Lv;;;;
310484;Wolf_Orb_Str_2;Wolf Orb(STR) 2Lv;;;;
310485;Wolf_Orb_Dex_2;Wolf Orb(DEX) 2Lv;;;;
310486;Wolf_Orb_Agi_2;Wolf Orb(AGI) 2Lv;;;;
310487;Wolf_Orb_Int_2;Wolf Orb(INT) 2Lv;;;;
310488;Wolf_Orb_Vit_2;Wolf Orb(VIT) 2Lv;;;;
310489;Wolf_Orb_luk_2;Wolf Orb(LUK) 2Lv;;;;
310490;Wolf_Orb_Str_3;Wolf Orb(STR) 3Lv;;;;
310491;Wolf_Orb_Dex_3;Wolf Orb(DEX) 3Lv;;;;
310492;Wolf_Orb_Agi_3;Wolf Orb(AGI) 3Lv;;;;
310493;Wolf_Orb_Int_3;Wolf Orb(INT) 3Lv;;;;
310494;Wolf_Orb_Vit_3;Wolf Orb(VIT) 3Lv;;;;
310495;Wolf_Orb_luk_3;Wolf Orb(LUK) 3Lv;;;;
310496;Wolf_Orb_Def_1;Wolf Orb(Defense) 1Lv;;;;
310497;Wolf_Orb_Mdef_1;Wolf Orb(Magical Defense) 1Lv;;;;
310498;Wolf_Orb_Def_2;Wolf Orb(Defense) 2Lv;;;;
310499;Wolf_Orb_Mdef_2;Wolf Orb(Magical Defense) 2Lv;;;;
310500;Wolf_Orb_Def_3;Wolf Orb(Defense) 3Lv;;;;
310501;Wolf_Orb_Mdef_3;Wolf Orb(Magical Defense) 3Lv;;;;
310502;Wolf_Orb_Ran_1;Wolf Orb(Shooter) 1Lv;;;;
310503;Wolf_Orb_War_1;Wolf Orb(Warrior) 1Lv;;;;
310504;Wolf_Orb_Mag_1;Wolf Orb(Mage) 1Lv;;;;
310505;Wolf_Orb_Ran_2;Wolf Orb(Shooter) 2Lv;;;;
310506;Wolf_Orb_War_2;Wolf Orb(Warrior) 2Lv;;;;
310507;Wolf_Orb_Mag_2;Wolf Orb(Mage) 2Lv;;;;
310508;Wolf_Orb_Ran_3;Wolf Orb(Shooter) 3Lv;;;;
310509;Wolf_Orb_War_3;Wolf Orb(Warrior) 3Lv;;;;
310510;Wolf_Orb_Mag_3;Wolf Orb(마도사) 3Lv;;;;
310511;Wolf_Orb_R_Reject_1;Wolf Orb(Reflection Reject) 1Lv;;;;
310512;Wolf_Orb_R_Reject_2;Wolf Orb(Reflection Reject) 2Lv;;;;
310513;Wolf_Orb_R_Reject_3;Wolf Orb(Reflection Reject) 3Lv;;;;
310514;Wolf_Orb_Force;Wolf Orb(Power Force);;;;
310515;Wolf_Orb_S_Delay;Wolf Orb(After Skill Delay);;;;
310516;Wolf_Orb_Skill_1;Wolf Orb(Dragon Breath);;;;
310517;Wolf_Orb_Skill_2;Wolf Orb(Cutter Break);;;;
310518;Wolf_Orb_Skill_3;Wolf Orb(Hundred Wave);;;;
310519;Wolf_Orb_Skill_4;Wolf Orb(Brand Drive);;;;
310520;Wolf_Orb_Skill_5;Wolf Orb(Banishing Cannon);;;;
310521;Wolf_Orb_Skill_6;Wolf Orb(Genesis Pressure);;;;
310522;Wolf_Orb_Skill_7;Wolf Orb(Boost Cannon);;;;
310523;Wolf_Orb_Skill_8;Wolf Orb(Vulcan Boomerang);;;;
310524;Wolf_Orb_Skill_9;Wolf Orb(Tornado Swing);;;;
310525;Wolf_Orb_Skill_10;Wolf Orb(Hell Tornado);;;;
310526;Wolf_Orb_Skill_11;Wolf Orb(Crazy Cannon);;;;
310527;Wolf_Orb_Skill_12;Wolf Orb(Acid Explosion);;;;
310528;Wolf_Orb_Skill_13;Wolf Orb(Sonic Impact);;;;
310529;Wolf_Orb_Skill_14;Wolf Orb(Cutter Slasher);;;;
310530;Wolf_Orb_Skill_15;Wolf Orb(Soul Slash);;;;
310531;Wolf_Orb_Skill_16;Wolf Orb(Fatal Raid);;;;
310532;Wolf_Orb_Skill_17;Wolf Orb(Shadow Spell);;;;
310533;Wolf_Orb_Skill_18;Wolf Orb(Angle Shot);;;;
310534;Wolf_Orb_Skill_19;Wolf Orb(Crimson Strain);;;;
310535;Wolf_Orb_Skill_20;Wolf Orb(Jack Lightning);;;;
310536;Wolf_Orb_Skill_21;Wolf Orb(Comet Vortex);;;;
310537;Wolf_Orb_Skill_22;Wolf Orb(Cloud Buster);;;;
310538;Wolf_Orb_Skill_23;Wolf Orb(Varetyr Wave);;;;
310539;Wolf_Orb_Skill_24;Wolf Orb(Diamond Grave);;;;
310540;Wolf_Orb_Skill_25;Wolf Orb(Magnusmus);;;;
310541;Wolf_Orb_Skill_26;Wolf Orb(Holy Judex);;;;
310542;Wolf_Orb_Skill_27;Wolf Orb(Melee Duple);;;;
310543;Wolf_Orb_Skill_28;Wolf Orb(Tiger Empire);;;;
310544;Wolf_Orb_Skill_29;Wolf Orb(Lightning Blaster);;;;
310545;Wolf_Orb_Skill_30;Wolf Orb(Hell Arrow);;;;
310546;Wolf_Orb_Skill_31;Wolf Orb(Cluster);;;;
310547;Wolf_Orb_Skill_32;Wolf Orb(Breeze Shooting);;;;
310548;Wolf_Orb_Skill_33;Wolf Orb(Aimed Storm);;;;
310549;Wolf_Orb_Skill_34;Wolf Orb(Sound Metal);;;;
310550;Wolf_Orb_Skill_35;Wolf Orb(Reverb);;;;
310551;Wolf_Orb_Skill_36;Wolf Orb(Vulcanstorm);;;;
310552;Wolf_Orb_Skill_37;Wolf Orb(Red Flame Explosion);;;;
310553;Wolf_Orb_Skill_38;Wolf Orb(Moon);;;;
310554;Wolf_Orb_Skill_39;Wolf Orb(Flash Fall);;;;
310555;Wolf_Orb_Skill_40;Wolf Orb(Shoo);;;;
310556;Wolf_Orb_Skill_41;Wolf Orb(Spa);;;;
310557;Wolf_Orb_Skill_42;Wolf Orb(Curse Explosion);;;;
310558;Wolf_Orb_Skill_43;Wolf Orb(Death Hammer Dance);;;;
310559;Wolf_Orb_Skill_44;Wolf Orb(Fire Howling Tail);;;;
310560;Wolf_Orb_Skill_45;Wolf Orb(Storm Buster Trip);;;;
310561;Wolf_Orb_Skill_46;Wolf Orb(Chemical Fiber Style);;;;
310562;Wolf_Orb_Skill_47;Wolf Orb(Crucifixion);;;;
310563;Wolf_Orb_Skill_48;Wolf Orb(Dreamlike);;;;
310564;Wolf_Orb_Skill_49;Wolf Orb(Sea Power);;;;
310565;Wolf_Orb_Skill_50;Wolf Orb(Earth Power);;;;
310566;Wolf_Orb_Skill_51;Wolf Orb(Power of Life);;;;
310567;Wolf_Orb_Speed_1;Wolf Orb(Fast) 1Lv;;;;
310568;Wolf_Orb_Caster_1;Wolf Orb(Caster) 1Lv;;;;
310569;Wolf_Orb_Critical_1;Wolf Orb(Critical) 1Lv;;;;
310570;Wolf_Orb_Guide_1;Wolf Orb(Guided Attack) 1Lv;;;;
310571;Wolf_Orb_Speed_2;Wolf Orb(Fast) 2Lv;;;;
310572;Wolf_Orb_Caster_2;Wolf Orb(Caster) 2Lv;;;;
310573;Wolf_Orb_Critical_2;Wolf Orb(Critical) 2Lv;;;;
310574;Wolf_Orb_Guide_2;Wolf Orb(Guided Attack) 2Lv;;;;
310575;Wolf_Orb_Speed_3;Wolf Orb(Fast) 3Lv;;;;
310576;Wolf_Orb_Caster_3;Wolf Orb(Caster) 3Lv;;;;
310577;Wolf_Orb_Critical_3;Wolf Orb(Critical) 3Lv;;;;
310578;Wolf_Orb_Guide_3;Wolf Orb(Guided Attack) 3Lv;;;;
310579;Wolf_Orb_Above_1;Wolf Orb(Above All) 1Lv;;;;
310580;Wolf_Orb_Above_2;Wolf Orb(Above All) 2Lv;;;;
310581;Wolf_Orb_Above_3;Wolf Orb(Above All) 3Lv;;;;
310582;Wolf_Orb_P_Full_1;Wolf Orb(Powerful) 1Lv;;;;
310583;Wolf_Orb_P_Full_2;Wolf Orb(Powerful) 2Lv;;;;
310584;Wolf_Orb_P_Full_3;Wolf Orb(Powerful) 3Lv;;;;
310585;Wolf_Orb_M_Counter_1;Wolf Orb(Mirror Counter) 1Lv;;;;
310586;Wolf_Orb_M_Counter_2;Wolf Orb(Mirror Counter) 2Lv;;;;
310587;Wolf_Orb_M_Counter_3;Wolf Orb(Mirror Counter) 3Lv;;;;
310588;Wolf_Orb_Hp_1;Wolf Orb(Health) 1Lv;;;;
310589;Wolf_Orb_Sp_1;Wolf Orb(Mental Power) 1Lv;;;;
310590;Wolf_Orb_Heal_1;Wolf Orb(Heal) 1Lv;;;;
310591;Wolf_Orb_Hp_2;Wolf Orb(Health) 2Lv;;;;
310592;Wolf_Orb_Sp_2;Wolf Orb(Mental Power) 2Lv;;;;
310593;Wolf_Orb_Heal_2;Wolf Orb(Heal) 2Lv;;;;
310594;Wolf_Orb_Hp_3;Wolf Orb(Health) 3Lv;;;;
310595;Wolf_Orb_Sp_3;Wolf Orb(Mental Power) 3Lv;;;;
310596;Wolf_Orb_Heal_3;Wolf Orb(Heal) 3Lv;;;;
310597;Wolf_Orb_Robust_1;Wolf Orb(Robust) 1Lv;;;;
310598;Wolf_Orb_Robust_2;Wolf Orb(Robust) 2Lv;;;;
310599;Wolf_Orb_Robust_3;Wolf Orb(Robust) 3Lv;;;;
310600;Wolf_Orb_F_Cast_1;Wolf Orb(Fixed Casting) 1Lv;;;;
310601;Wolf_Orb_F_Cast_2;Wolf Orb(Fixed Casting) 2Lv;;;;
310602;Wolf_Orb_F_Cast_3;Wolf Orb(Fixed Casting) 3Lv;;;;
310603;Wolf_Orb_M_F_1;Wolf Orb(Magical Force) 1Lv;;;;
310604;Wolf_Orb_P_F_1;Wolf Orb(Physical Force) 1Lv;;;;
310605;Wolf_Orb_M_F_2;Wolf Orb(Magical Force) 2Lv;;;;
310606;Wolf_Orb_P_F_2;Wolf Orb(Physical Force) 2Lv;;;;
310607;Wolf_Orb_M_F_3;Wolf Orb(Magical Force) 3Lv;;;;
310608;Wolf_Orb_P_F_3;Wolf Orb(Physical Force) 3Lv;;;;
310609;Wolf_Orb_Un_Vit;Wolf Orb(Unlimited Vitality);;;;
310610;Wolf_Orb_Sp_Int;Wolf Orb(Spell Buster);;;;
310611;Wolf_Orb_Fi_Dex;Wolf Orb(Firing Shot);;;;
310612;Wolf_Orb_Ov_Str;Wolf Orb(Over Power);;;;
310613;Wolf_Orb_Fa_Agi;Wolf Orb(Fatal Flash);;;;
310614;Wolf_Orb_Lu_Luk;Wolf Orb(Lucky Strike);;;;
310615;Wolf_Orb_A_Delay_1;Wolf Orb(After Attack Delay) 1Lv;;;;
310616;Wolf_Orb_E_Archer_1;Wolf Orb(Archer) 1Lv;;;;
310617;Wolf_Orb_Fatal_1;Wolf Orb(Critical) 1Lv;;;;
310618;Wolf_Orb_F_Spirit_1;Wolf Orb(Fighting Spirit) 1Lv;;;;
310619;Wolf_Orb_Spell_1;Wolf Orb(Magic Power) 1Lv;;;;
310620;Wolf_Orb_A_Delay_2;Wolf Orb(After Attack Delay) 2Lv;;;;
310621;Wolf_Orb_E_Archer_2;Wolf Orb(Archer) 2Lv;;;;
310622;Wolf_Orb_Fatal_2;Wolf Orb(Critical) 2Lv;;;;
310623;Wolf_Orb_F_Spirit_2;Wolf Orb(Fighting Spirit) 2Lv;;;;
310624;Wolf_Orb_Spell_2;Wolf Orb(Magic Power) 2Lv;;;;
310625;Wolf_Orb_A_Delay_3;Wolf Orb(After Attack Delay) 3Lv;;;;
310626;Wolf_Orb_E_Archer_3;Wolf Orb(Archer) 3Lv;;;;
310627;Wolf_Orb_Fatal_3;Wolf Orb(Critical) 3Lv;;;;
310628;Wolf_Orb_F_Spirit_3;Wolf Orb(Fighting Spirit) 3Lv;;;;
310629;Wolf_Orb_Spell_3;Wolf Orb(Magic Power) 3Lv;;;;
310630;Wolf_Orb_A_Delay_4;Wolf Orb(After Attack Delay) 4Lv;;;;
310631;Wolf_Orb_E_Archer_4;Wolf Orb(명궁) 4Lv;;;;
310632;Wolf_Orb_Fatal_4;Wolf Orb(Critical) 4Lv;;;;
310633;Wolf_Orb_F_Spirit_4;Wolf Orb(Fighting Spirit) 4Lv;;;;
310634;Wolf_Orb_Spell_4;Wolf Orb(Magic Power) 4Lv;;;;
310635;Wolf_Orb_HealHP_1;Wolf Orb(HP Recovery) 1Lv;;;;
310636;Wolf_Orb_HealSP_1;Wolf Orb(SP회복량) 1Lv;;;;
310637;Wolf_Orb_HealHP_2;Wolf Orb(HP Recovery) 2Lv;;;;
